field_1,Lat.y.y,Long.y.y,Community1,Region,District,Community,Village_HH,Village_ODFHist,Village_GC,rvalue_1
454,-1.433489,5.526113,NA,Central,Twifo Lower Denkyira,Abeka Nkwanta,36,1,NR,1
455,-1.375871,5.339613,NA,Central,Twifo Lower Denkyira,Abrafo,5,0,NR,2
456,-1.356356,5.280476,NA,Central,Twifo Lower Denkyira,Asamanso,10,0,NR,3
457,-1.475448,5.460813,NA,Central,Twifo Lower Denkyira,Atwereboanda,18,1,NR,1
458,-1.56829,5.47936,NA,Central,Twifo Lower Denkyira,Bertimore,5,0,NR,1
459,-1.43708,5.48236,NA,Central,Twifo Lower Denkyira,Bobi,21,0,NR,1
460,-1.43456,5.449164,NA,Central,Twifo Lower Denkyira,Camp,15,1,NR,1
461,-1.582232,5.505833,NA,Central,Twifo Lower Denkyira,Datano,12,1,NR,1
462,-1.304003046,5.337434,Abakrampa ,Central,Twifo Lower Denkyira,Donkorkrom,12,0,U,1
463,-1.343534,5.24105,NA,Central,Twifo Lower Denkyira,Kayeifi,8,0,NR,3
464,-1.307438724,5.335098,Abakrampa ,Central,Twifo Lower Denkyira,Krakyikrom,8,0,U,1
465,-1.572348,5.467714,NA,Central,Twifo Lower Denkyira,Kwame Alert,17,1,NR,2
466,-1.434632,5.435615,NA,Central,Twifo Lower Denkyira,Mangoase,18,1,NR,1
467,-1.47298,5.51439,NA,Central,Twifo Lower Denkyira,Nsueam,5,0,NR,1
468,-1.48777,5.4774,NA,Central,Twifo Lower Denkyira,Nyamebekyere,34,1,NR,1
469,-1.345667,5.287608,NA,Central,Twifo Lower Denkyira,Nyameeni,6,0,NR,3
470,-1.448632,5.437996,NA,Central,Twifo Lower Denkyira,Osamkwaa,5,0,NR,1
471,-1.57953,5.48565,NA,Central,Twifo Lower Denkyira,Suameneso,7,0,NR,1
472,-1.44388,5.4977,NA,Central,Twifo Lower Denkyira,Tefrejoa,16,0,NR,1
473,-1.306579507,5.336315,Abakrampa ,Central,Twifo Lower Denkyira,Thompsonkrom,38,0,U,1
474,-1.425783,5.419935,NA,Central,Twifo Lower Denkyira,Tweapease,12,0,NR,1
475,-1.824633,5.785423,NA,Central,Upper Denkyira East,Fawomanyo,6,0,NR,1
476,-1.791012,5.914755,NA,Central,Upper Denkyira East,Nkurakan,5,0,NR,1
477,0.604802,5.864933,NA,Greater Accra,Ada East,Addonorkope,10,1,NR,3
478,0.609986,5.861687,NA,Greater Accra,Ada East,Akpakpavikope,7,1,NR,3
479,0.617915,5.853132,NA,Greater Accra,Ada East,Angornya,15,1,NR,3
480,0.590543,5.887056,NA,Greater Accra,Ada East,Angosekope,35,1,NR,2
481,0.498288,5.867467,NA,Greater Accra,Ada East,Balekope,8,1,NR,3
482,0.615501,5.859262,NA,Greater Accra,Ada East,Dikanya,13,1,NR,3
483,0.612572,5.860888,NA,Greater Accra,Ada East,Dordzivinyokope,7,1,NR,3
484,0.572147,5.888813,NA,Greater Accra,Ada East,Faith Korpe,16,1,NR,3
485,0.499682,5.91915,NA,Greater Accra,Ada East,Fantivikope,6,0,NR,3
486,0.504647,5.871816,NA,Greater Accra,Ada East,Gbanave Wayo,10,1,NR,3
487,0.511482,5.869929,NA,Greater Accra,Ada East,Gbanave-Ngoa,6,1,NR,3
488,0.599255,5.849167,NA,Greater Accra,Ada East,Maccarthykope,9,1,NR,3
489,0.569912,5.884688,NA,Greater Accra,Ada East,Manaikpo,10,1,NR,3
490,0.560155,5.892192,NA,Greater Accra,Ada East,Nkunyenya No.1,6,0,NR,3
491,0.611891,5.868964,NA,Greater Accra,Ada East,Peterkope,8,1,NR,3
492,0.606941,5.853011,NA,Greater Accra,Ada East,Sanakeykope,7,1,NR,3
493,0.582657,5.876602,NA,Greater Accra,Ada East,Tailapem,10,1,NR,2
494,0.586315,5.851993,NA,Greater Accra,Ada East,Terkpekope,7,1,NR,1
495,0.593533,5.842808,NA,Greater Accra,Ada East,Tserkpakpakope,8,1,NR,1
496,0.506996,5.922172,NA,Greater Accra,Ada East,Zuenor,9,1,NR,3
497,0.497389,5.922317,NA,Greater Accra,Ada West,Adedetsekope,23,1,NR,3
498,0.361353,5.864599,NA,Greater Accra,Ada West,Ahlakposisi,11,1,NR,3
499,0.484692,5.972293,NA,Greater Accra,Ada West,Akpanyakope,8,1,NR,2
500,0.491418,5.983683,NA,Greater Accra,Ada West,Gonikope,6,1,NR,1
501,0.477982,5.880196,NA,Greater Accra,Ada West,Hwakpo,12,1,NR,3
502,0.500889,5.935212,NA,Greater Accra,Ada West,Kokotsekope,11,1,NR,2
503,0.432376,5.87709,NA,Greater Accra,Ada West,Koluedor Mahem,29,1,NR,3
504,0.484975,5.890655,NA,Greater Accra,Ada West,Kowadinase,16,1,NR,3
505,0.480118,5.974996,NA,Greater Accra,Ada West,Mangoase,6,1,NR,2
506,0.497383,5.982017,NA,Greater Accra,Ada West,Mission,22,1,NR,1
507,0.478729,5.907651,NA,Greater Accra,Ada West,Nuhale,25,1,NR,2
508,0.47793,5.977228,NA,Greater Accra,Ada West,Odorkorkope,10,1,NR,2
509,0.492787,5.98879,NA,Greater Accra,Ada West,Okudzeto Kope,8,1,NR,1
510,0.307458,6.051889,NA,Greater Accra,Shai Osu Doku,Abuviekpong,16,1,NR,2
511,0.320665,6.051637,NA,Greater Accra,Shai Osu Doku,Agbesikope,6,0,NR,2
512,0.054878,5.980152,NA,Greater Accra,Shai Osu Doku,Akpoka Villa,9,0,NR,3
513,0.296993,6.044228,NA,Greater Accra,Shai Osu Doku,Amatafo,7,1,NR,2
514,0.271783,6.084618,NA,Greater Accra,Shai Osu Doku,Atabui Blorse,10,1,NR,2
515,-0.029312,5.938432,NA,Greater Accra,Shai Osu Doku,Ayenya,7,0,NR,2
516,-0.036038,5.934637,NA,Greater Accra,Shai Osu Doku,Ayikuma Amanfrom,7,0,NR,2
517,0.111447,5.995075,NA,Greater Accra,Shai Osu Doku,Congo,28,1,NR,2
518,0.012028,5.875853,NA,Greater Accra,Shai Osu Doku,Dedenya,8,0,NR,3
519,0.322947,6.050468,NA,Greater Accra,Shai Osu Doku,Korbiskope,15,1,NR,2
520,0.286855,6.069458,NA,Greater Accra,Shai Osu Doku,Kotokor Salem,6,1,NR,2
521,-0.009125,5.956692,NA,Greater Accra,Shai Osu Doku,Kpodokope,5,1,NR,2
522,0.323075,6.04931,NA,Greater Accra,Shai Osu Doku,Lahwenya,7,1,NR,2
523,0.048113,5.845607,NA,Greater Accra,Shai Osu Doku,Mampong Shai,11,0,NR,3
524,0.075193,5.98396,NA,Greater Accra,Shai Osu Doku,New Jerusalem,10,0,NR,3
525,0.036227,6.046627,NA,Greater Accra,Shai Osu Doku,Tey Kwame,12,1,NR,3
526,0.251113,6.097438,NA,Greater Accra,Shai Osu Doku,Volivo New Settlement,7,0,NR,2
527,-2.569745,8.839415,NA,Northern,Bole,Abasumakura,18,1,NR,1
528,-2.464708,9.205245,NA,Northern,Bole,Abrewanko,45,1,NR,2
529,-1.969623,8.224282,NA,Northern,Bole,Agric Nkwanta,8,1,NR,1
530,-2.486556,9.149333,NA,Northern,Bole,Alkuyiri,7,1,NR,2
531,-2.597362,9.080703,NA,Northern,Bole,Bale,62,0,NR,2
532,-1.99097,8.21697,NA,Northern,Bole,Bampewa,10,1,NR,1
533,-2.315027,8.754683,NA,Northern,Bole,Bekwai Kura,31,0,NR,2
534,-2.25742,8.611417,NA,Northern,Bole,Benyunkun,26,0,NR,2
535,-2.572011,9.171687,NA,Northern,Bole,Chenchere,49,1,NR,1
536,-1.933235,8.254026,NA,Northern,Bole,Chibrinyoa Bamboi,17,1,NR,1
537,-2.482694,9.12175,NA,Northern,Bole,Daboyiri No.1,13,1,NR,2
538,-2.48475,9.117444,NA,Northern,Bole,Daboyiri No.2,19,1,NR,2
539,-2.629223,8.953727,NA,Northern,Bole,Daganaakura,18,1,NR,1
540,-2.505856,9.145966,NA,Northern,Bole,Dekatama,24,1,NR,1
541,-2.415605,9.130649,NA,Northern,Bole,Dendeyiri,38,1,NR,1
542,-2.474611,9.190667,NA,Northern,Bole,Deniyiri,20,1,NR,2
543,-2.546004,9.077077,NA,Northern,Bole,Depate,8,1,NR,1
544,-2.533736,9.087116,NA,Northern,Bole,Dibouyiri,21,1,NR,1
545,-2.189722,8.4925,NA,Northern,Bole,Dikpa,8,1,NR,2
546,-2.617577,9.079915,NA,Northern,Bole,Dorlanakura,6,1,NR,2
547,-1.939335,8.296272,NA,Northern,Bole,Dugli Bamboi,5,0,NR,1
548,-2.523927,9.129488,NA,Northern,Bole,Gbampe,29,1,NR,1
549,-2.457575,9.15101,NA,Northern,Bole,Gbebiyiri,24,1,NR,1
550,-2.486053,9.138928,NA,Northern,Bole,Gbogdaa b,12,0,NR,2
551,-2.417838,8.948625,NA,Northern,Bole,Gbongbong a,8,1,NR,2
552,-2.414207,8.950862,NA,Northern,Bole,Gbongbong b,11,1,NR,2
553,-2.410663,8.940307,NA,Northern,Bole,Gbongbong No.2,10,1,NR,2
554,-2.61392,9.090085,NA,Northern,Bole,Goli,23,1,NR,2
555,-2.565113,9.17763,NA,Northern,Bole,Guamayiri,6,1,NR,1
556,-2.56519,9.11724,NA,Northern,Bole,Horiyiri,29,1,NR,1
557,-2.185005,8.306452,NA,Northern,Bole,Jama,12,1,NR,2
559,-2.66833,9.120342,NA,Northern,Bole,Jentige,50,0,NR,2
560,-2.492517,9.101877,NA,Northern,Bole,Jesiryiri,6,1,NR,2
561,-2.462332,9.219197,NA,Northern,Bole,Kakiasi,44,1,NR,2
562,-1.998963,8.212648,NA,Northern,Bole,Kalefayiri,21,1,NR,1
563,-2.547577,9.064228,NA,Northern,Bole,Kalibekura,7,1,NR,1
564,-2.270005,8.631408,NA,Northern,Bole,Kamintayiri,10,1,NR,2
565,-2.574023,9.101508,NA,Northern,Bole,Kaparayiri,7,1,NR,1
566,-2.4,9.0333,NA,Northern,Bole,Kiape Dagaati,32,1,NR,1
567,-2.456145,8.987537,NA,Northern,Bole,Kilampobile No.2a,43,0,NR,2
568,-2.456845,8.995132,NA,Northern,Bole,Kilampobile No.2b,12,1,NR,2
569,-2.277001,8.635328,NA,Northern,Bole,Kokoribanga,9,1,NR,2
570,-2.487278,9.154,NA,Northern,Bole,Korteiyiri,15,1,NR,2
571,-2.636018,9.048448,NA,Northern,Bole,Kpachireyiri,8,1,NR,1
572,-2.485417,9.133306,NA,Northern,Bole,Kpankuduri,17,1,NR,2
573,-2.61237,9.093707,NA,Northern,Bole,Kpenaayiri,24,1,NR,2
574,-2.442426,8.96501,NA,Northern,Bole,Lampoga,44,1,NR,2
575,-2.692793,9.143872,NA,Northern,Bole,Mamadukura,12,1,NR,2
576,-2.5833,9.0167,NA,Northern,Bole,Mandari,11,0,NR,2
577,-2.5167,8.95,NA,Northern,Bole,Manful Dagaati,6,1,NR,1
578,-2.678238,9.130795,NA,Northern,Bole,Mentimeho,5,1,NR,2
579,-2.455178,9.101958,NA,Northern,Bole,Nokoryiri,35,1,NR,1
580,-2.601547,9.187363,NA,Northern,Bole,Nyogmenekura,7,1,NR,1
581,-2.592353,9.062187,NA,Northern,Bole,Petayiri,8,1,NR,2
582,-2.347172,8.868186,NA,Northern,Bole,Sakpa,7,0,NR,2
583,-2.34899,8.86883,NA,Northern,Bole,Sakpa Chosia,11,0,NR,2
584,-2.341196,8.875429,NA,Northern,Bole,Sakpa Dosenteh,25,1,NR,2
585,-2.39567,8.92744,NA,Northern,Bole,Seripe Gonjaline,10,0,NR,2
586,-2.431998,9.111593,NA,Northern,Bole,Simariyiri,20,1,NR,1
587,-2.611463,9.182032,NA,Northern,Bole,Sinkono,19,1,NR,1
588,-2.64424,8.963252,NA,Northern,Bole,Tampurikura,9,1,NR,1
589,-2.267297,8.628228,NA,Northern,Bole,Tanyekura,19,1,NR,2
590,-2.574469,9.074581,NA,Northern,Bole,Timbuyiri,17,1,NR,1
591,-2.705378,9.083328,NA,Northern,Bole,Tinyekura,12,1,NR,1
592,-2.431002,8.959001,NA,Northern,Bole,Wawabile,22,1,NR,2
593,-2.249444,8.604166,NA,Northern,Bole,Yaarokura,7,1,NR,2
594,-2.510929,9.099564,NA,Northern,Bole,Yiribonyiri,18,1,NR,1
595,-2.747073,9.041408,NA,Northern,Bole,Yombokura,14,1,NR,1
628,-0.1011,10.5833,Bimbagu,Northern,Bunkpurugu Yonyo,Bimbagu,596,0,U,2
629,-0.0231,10.5603,Binde,Northern,Bunkpurugu Yonyo,Binde Kparisok,226,0,U,3
630,-0.0135,10.5183,Binde,Northern,Bunkpurugu Yonyo,Binkura,30,1,U,3
631,-0.1886,10.568,Nakpanduri,Northern,Bunkpurugu Yonyo,Boaterigu,99,1,U,1
632,0.089,10.521,Bunkprugu,Northern,Bunkpurugu Yonyo,Bunkprugu,1472,0,U,3
633,0.05552792,10.310974,Nabuli,Northern,Bunkpurugu Yonyo,Dundum,32,0,U,1
634,-0.174906667,10.509655,NA,Northern,Bunkpurugu Yonyo,Gurugu,9,1,R,2
635,-0.2108983,10.464809,NA,Northern,Bunkpurugu Yonyo,Jasifa Fong,7.5,1,R,1
636,0.0491,10.5294,Bunkprugu,Northern,Bunkpurugu Yonyo,Jilig,86,1,U,3
637,0.083995,10.309408,NA,Northern,Bunkpurugu Yonyo,Jopal/Naba,21.5,1,R,1
638,-0.2047132,10.439106,NA,Northern,Bunkpurugu Yonyo,Kpamali,8.5,1,R,1
639,0.04709,10.53292,Binde,Northern,Bunkpurugu Yonyo,Kparisok,46,1,U,3
640,-0.1935,10.6177,Nakpanduri,Northern,Bunkpurugu Yonyo,Kpemale,156,1,U,3
641,-0.05368,10.62301,Binde,Northern,Bunkpurugu Yonyo,Kunkwadaan,49,1,U,1
642,-0.0617,10.4286,Yunyoo,Northern,Bunkpurugu Yonyo,Moak,35,0,U,1
643,-0.0512,10.4541,Yunyoo,Northern,Bunkpurugu Yonyo,Mozio,54,1,U,2
644,-0.1807,10.6314,Nakpanduri,Northern,Bunkpurugu Yonyo,Nakpanduri,987,0,U,3
645,0.125895452,10.39353,Gbankurugu,Northern,Bunkpurugu Yonyo,Nandiuk,22,0,U,1
646,-0.1895,10.48427,Yunyoo,Northern,Bunkpurugu Yonyo,Nangbam,70,1,U,1
647,0.1182,10.5306,Bunkprugu,Northern,Bunkpurugu Yonyo,Pagnatik,185,1,U,3
648,0.15617,10.457695,Bunkprugu,Northern,Bunkpurugu Yonyo,Tatara No.1,62,1,U,1
649,0.1587,10.4447,Bunkprugu,Northern,Bunkpurugu Yonyo,Tatara No.2,84,1,U,1
650,-0.2091797,10.45735,NA,Northern,Bunkpurugu Yonyo,Toak 2,8,1,R,1
651,-0.1237,10.599,Binde,Northern,Bunkpurugu Yonyo,Toomoni,75,1,U,2
652,-0.1512,10.4117,Yunyoo,Northern,Bunkpurugu Yonyo,Tuna,71,1,U,1
653,-0.073,10.6494,Bimbagu,Northern,Bunkpurugu Yonyo,Tusuk,114,1,U,1
671,0.227373405,10.157658,NA,Northern,Chereponi,Akromabilla 1,13.5,1,R,1
672,0.199415219,10.144969,NA,Northern,Chereponi,Akromabilla 2,8.5,1,R,1
674,0.313473333,10.222173,NA,Northern,Chereponi,Ando-Nderenu,22.5,1,R,2
677,0.240905,10.171062,NA,Northern,Chereponi,Angor,21,1,R,2
682,0.326,10.1804,Wonjuga,Northern,Chereponi,Bukasu f/c,24,1,U,2
683,0.33557,10.152873,NA,Northern,Chereponi,Bukasu Fishing Camp,32.5,1,R,1
684,0.30957465,10.15892,Wonjuga,Northern,Chereponi,Bulasu,15,1,U,2
686,0.255985023,10.072637,NA,Northern,Chereponi,Butom,5.5,1,R,2
688,0.296860068,10.302551,NA,Northern,Chereponi,Charimanga,9,1,R,1
690,0.184861667,10.261367,NA,Northern,Chereponi,Dambu Upper,10.5,1,R,2
692,0.063146667,10.299067,NA,Northern,Chereponi,Dundung,6,0,R,1
693,0.1728,9.9868,Nansoni,Northern,Chereponi,Garinkuka Upper & Lower,143,1,U,1
694,0.19976599,10.110658,NA,Northern,Chereponi,Gbalo,23,1,R,1
695,0.16396403,10.244061,NA,Northern,Chereponi,Gbong,7.5,1,R,2
696,0.226145,10.40732,NA,Northern,Chereponi,Jabanga Lower,7,1,R,1
697,0.222236667,10.399062,NA,Northern,Chereponi,Jagbanga Upper,6.5,1,R,1
699,0.237129771,10.330701,NA,Northern,Chereponi,Jatobosu,5,1,R,1
705,0.293048333,10.166468,NA,Northern,Chereponi,Kajura,6,1,R,1
707,0.360136667,9.948993,NA,Northern,Chereponi,Kochabuni,9,0,R,1
710,0.316208333,10.1282,NA,Northern,Chereponi,Kpamamba,25.5,1,R,1
711,0.216200961,10.328488,NA,Northern,Chereponi,Kpanabong,10,1,R,1
712,0.19392,10.340273,NA,Northern,Chereponi,Kpatani,13.5,1,R,1
713,0.184241667,10.155658,NA,Northern,Chereponi,Kpenchi,16,1,R,1
715,0.33696,10.19778,Wonjuga,Northern,Chereponi,Kudani Bakanu,35,1,U,2
716,0.32694,10.19629,Wonjuga-Kudani,Northern,Chereponi,Kudani Lower,87,0,U,2
717,0.32694,10.19629,Wonjuga-Kudani,Northern,Chereponi,Kudani Upper,168,0,U,2
718,0.161105,10.251993,NA,Northern,Chereponi,Kukopli,7.5,1,R,2
719,0.118155,10.12053,NA,Northern,Chereponi,Kukpong,12,1,R,1
721,0.24565,10.04319,Nansoni,Northern,Chereponi,Kunufo,19,1,U,2
724,0.172291667,10.254275,NA,Northern,Chereponi,Kwami Nansoni,12,1,R,2
725,0.172726667,10.354263,NA,Northern,Chereponi,Labangani,11,1,R,2
726,0.27757,10.394437,NA,Northern,Chereponi,Labtangu,21,1,R,1
727,0.21571,10.26277,NA,Northern,Chereponi,Lala,17,0,R,2
728,0.169571667,10.051513,NA,Northern,Chereponi,Lalitani 1,13.5,1,R,1
729,0.169571667,10.051513,NA,Northern,Chereponi,Lalitani 2,10.5,1,R,1
730,0.176613333,10.045238,NA,Northern,Chereponi,Lalitani 3,9.5,1,R,1
732,0.112489475,10.182589,NA,Northern,Chereponi,Mabanbort,6,1,R,1
736,0.265336667,10.093368,NA,Northern,Chereponi,Masawose,8.5,0,R,2
737,0.238471667,10.235522,NA,Northern,Chereponi,Mayamam,33,1,R,1
739,0.2906219,10.136414,NA,Northern,Chereponi,Moagbani,8,1,R,3
741,0.153016447,10.259796,NA,Northern,Chereponi,n-Namba,5.5,1,R,2
744,0.156987672,10.221396,NA,Northern,Chereponi,Naboni,13.5,0,R,1
747,0.1841,10.2349,Tambong,Northern,Chereponi,Nachem ,143,1,U,2
748,0.087850791,10.252334,NA,Northern,Chereponi,Nadungbal,8.5,1,R,2
753,0.130111111,10.034667,NA,Northern,Chereponi,Namaligu,6,0,R,1
754,0.18238,10.22113,Nansoni,Northern,Chereponi,Nambor,8,1,U,2
755,0.18245,10.221247,NA,Northern,Chereponi,Namour,16.5,1,R,2
758,0.32294,9.96939,Nansoni,Northern,Chereponi,Nansoni Upper & Lower,213,1,U,2
759,0.3253,10.0794,Nansoni,Northern,Chereponi,Naturi ,95,0,U,1
764,0.18703673,10.296874,NA,Northern,Chereponi,Nawieku,22,0,R,2
765,0.133811667,10.126662,NA,Northern,Chereponi,Ngbangbanu/Gbangban,7.5,0,R,1
766,0.133811667,10.126662,NA,Northern,Chereponi,Ngbangbong,9.5,1,R,1
767,0.247108333,10.227707,NA,Northern,Chereponi,Nyangbani,37,1,R,1
768,0.097518333,10.297772,NA,Northern,Chereponi,Nyumbong,9,1,R,1
769,0.3120397,10.326534,NA,Northern,Chereponi,Pampali,5,1,R,1
770,0.3120397,10.326534,NA,Northern,Chereponi,Saaka,6.5,1,R,1
771,0.118873333,10.117022,NA,Northern,Chereponi,Sagong,11,1,R,1
772,0.151194191,10.25772,NA,Northern,Chereponi,Sambik,16.5,1,R,2
773,0.29236,10.12551,Cherepone,Northern,Chereponi,Sangbana,177,0,U,3
776,0.236588333,10.282857,NA,Northern,Chereponi,Shirabu,10,1,R,1
777,0.153052922,10.337686,NA,Northern,Chereponi,Sidoti,7.5,1,R,1
779,0.170498333,10.232978,NA,Northern,Chereponi,Tambong,34.5,1,R,2
780,0.23126235,10.204857,NA,Northern,Chereponi,Tampondi,27,1,R,1
781,0.36413,10.03621,Chereponi,Northern,Chereponi,Tanja,21,1,U,1
784,0.161568333,10.349052,NA,Northern,Chereponi,Tigenga,22,1,R,2
785,0.161568333,10.349052,NA,Northern,Chereponi,Tigenga b,23,1,R,2
786,0.140545,10.284593,NA,Northern,Chereponi,Tinabong,9,0,R,1
787,0.258741667,10.160163,NA,Northern,Chereponi,Tosala Chiringa,7,1,R,2
788,0.260035,10.16109,NA,Northern,Chereponi,Tosala Kuboli,11,1,R,2
789,0.143175,10.338578,NA,Northern,Chereponi,Tubongu,11,1,R,1
790,0.23954439,10.102515,NA,Northern,Chereponi,Tunsunga,20,1,R,1
791,0.176613333,10.045238,NA,Northern,Chereponi,Tuunaayili,7.5,0,R,1
792,0.129354251,10.195908,NA,Northern,Chereponi,Waku,27,1,R,1
797,0.161796667,9.997492,NA,Northern,Chereponi,Yakap,6.5,1,R,1
802,-1.0177,8.4655,Kulaw,Northern,East Gonja,Abrumase,322,0,U,1
